STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,MCCAIN_VOTES,MCCAIN_%,OTHER_VOTES,OTHER_%
VA,CHARLOTTESVILLE,51,540,15705,0.783,4078,0.204,261,0.013
MO,VERNON,29,217,3381,0.381,5334,0.601,163,0.018
KY,MENIFEE,21,165,1276,0.513,1155,0.464,58,0.023
VA,NELSON,51,125,4391,0.540,3647,0.448,95,0.012
KY,BRECKINRIDGE,21,027,3110,0.365,5281,0.620,131,0.015
KS,WOODSON,20,207,512,0.320,1055,0.660,32,0.020
KS,ALLEN,20,001,2189,0.374,3552,0.606,118,0.020
KS,BOURBON,20,011,2394,0.353,4240,0.625,147,0.022
VA,ACCOMACK,51,001,7607,0.487,7833,0.501,183,0.012
WV,LOGAN,54,045,5873,0.436,7326,0.544,265,0.020
VA,NORTHUMBERLAND,51,133,3312,0.447,4041,0.546,53,0.007
MO,PULASKI,29,169,5249,0.350,9552,0.637,199,0.013
CO,HUERFANO,08,055,1989,0.546,1580,0.434,74,0.020
VA,HANOVER,51,085,18447,0.328,37344,0.664,457,0.008
VA,FLUVANNA,51,065,6185,0.486,6420,0.504,130,0.010
KY,HARDIN,21,093,15650,0.391,23896,0.598,444,0.011
KY,JESSAMINE,21,113,6236,0.308,13711,0.678,267,0.013
KY,JOHNSON,21,115,2407,0.283,5948,0.698,162,0.019
KS,GRAY,20,069,436,0.206,1643,0.775,40,0.019
KY,HANCOCK,21,091,2135,0.515,1928,0.465,81,0.019
WV,RALEIGH,54,081,10237,0.362,17548,0.621,472,0.017
KY,NELSON,21,179,7654,0.422,10139,0.559,353,0.019
WV,MINGO,54,059,3582,0.430,4587,0.550,169,0.020
KY,HENDERSON,21,101,10049,0.506,9523,0.480,289,0.015
VA,KINGANDQUEEN,51,097,1918,0.518,1763,0.476,24,0.007
CO,SANJUAN,08,111,264,0.532,218,0.440,14,0.028
KY,MERCER,21,167,3159,0.314,6781,0.674,120,0.012
CO,MINERAL,08,079,270,0.433,334,0.536,19,0.031
KY,MARTIN,21,159,808,0.219,2824,0.765,60,0.016
VA,ALLEGHANY,51,005,3553,0.482,3715,0.504,101,0.014
IL,JACKSON,17,077,15248,0.597,9687,0.379,597,0.023
KY,POWELL,21,197,2065,0.415,2837,0.571,70,0.014
KY,DAVIESS,21,059,19282,0.442,23692,0.543,648,0.015
KY,MADISON,21,151,12392,0.381,19694,0.605,451,0.014
IL,GALLATIN,17,059,1587,0.555,1212,0.424,60,0.021
KY,WASHINGTON,21,229,1890,0.358,3305,0.626,80,0.015
KS,FORD,20,057,2991,0.337,5730,0.646,143,0.016
KS,SEDGWICK,20,173,82337,0.427,106849,0.554,3530,0.018
IL,SALINE,17,165,5083,0.445,6099,0.534,246,0.021
VA,KINGWILLIAM,51,101,3344,0.399,4966,0.592,78,0.009
MO,DALLAS,29,059,2656,0.346,4895,0.637,132,0.017
CA,ALAMEDA,06,001,489106,0.788,119555,0.193,12368,0.020
VA,GOOCHLAND,51,075,4813,0.383,7643,0.608,106,0.008
MO,PERRY,29,157,3005,0.347,5527,0.639,115,0.013
MO,CEDAR,29,039,2060,0.324,4194,0.660,100,0.016
CA,MARIPOSA,06,043,4100,0.425,5298,0.549,253,0.026
KY,UNION,21,225,2804,0.465,3120,0.517,110,0.018
MO,LACLEDE,29,105,5218,0.320,10875,0.666,230,0.026
CO,DOLORES,08,033,369,0.303,818,0.672,30,0.025
KY,MAGOFFIN,21,153,2105,0.453,2434,0.523,112,0.024
WV,SUMMERS,54,089,2290,0.431,2891,0.544,135,0.025
IL,WILLIAMSON,17,199,12589,0.418,17039,0.565,513,0.017
KY,WOLFE,21,237,1493,0.503,1408,0.474,67,0.023
KY,ESTILL,21,065,1555,0.293,3685,0.693,74,0.014
VA,LANCASTER,51,103,3235,0.466,3647,0.526,56,0.008
CO,RIOGRANDE,08,105,2448,0.450,2930,0.538,66,0.012
CA,SANFRANCISCO,06,075,322220,0.842,52292,0.137,8353,0.022
MO,POLK,29,167,4553,0.332,8956,0.654,188,0.014
KY,GARRARD,21,079,2012,0.279,5118,0.710,80,0.011
KS,PRATT,20,151,1294,0.309,2822,0.673,74,0.018
VA,COVINGTON,51,580,1304,0.554,1020,0.433,30,0.013
VA,AMHERST,51,009,6094,0.415,8470,0.576,136,0.009
CO,LASANIMAS,08,071,3562,0.527,3086,0.456,113,0.017
VA,BOTETOURT,51,023,5693,0.327,11471,0.659,242,0.014
VA,LEXINGTON,51,678,1543,0.622,914,0.369,22,0.009
MO,DENT,29,065,2056,0.299,4655,0.678,157,0.023
WV,WYOMING,54,109,2735,0.363,4621,0.614,174,0.023
VA,BUCKINGHAM,51,029,3489,0.499,3428,0.490,77,0.011
CA,MADERA,06,039,17952,0.424,23583,0.557,820,0.019
VA,MIDDLESEX,51,119,2391,0.398,3545,0.590,70,0.012
VA,BUENAVISTA,51,530,1108,0.457,1282,0.529,33,0.014
KY,FLOYD,21,071,7530,0.481,7741,0.494,388,0.025
CO,ALAMOSA,08,003,3521,0.560,2635,0.419,130,0.021
VA,CUMBERLAND,51,049,2255,0.477,2418,0.512,51,0.011
KY,PIKE,21,195,9525,0.421,12655,0.559,463,0.020
MO,IRON,29,093,2213,0.501,2090,0.474,111,0.025
KS,STANTON,20,187,188,0.227,628,0.759,11,0.013
KY,OHIO,21,183,4059,0.408,5687,0.572,192,0.019
KS,GRANT,20,067,635,0.239,1995,0.750,31,0.012
KS,HASKELL,20,081,278,0.177,1277,0.813,15,0.010
KS,KIOWA,20,097,200,0.176,912,0.803,23,0.020
KS,KINGMAN,20,095,963,0.263,2603,0.710,98,0.027
KS,WILSON,20,205,1170,0.284,2850,0.692,101,0.025
KS,NEOSHO,20,133,2563,0.356,4473,0.622,156,0.022
KY,LARUE,21,123,1913,0.310,4153,0.672,112,0.018
KY,MARION,21,155,3596,0.472,3842,0.505,177,0.023
WV,MONROE,54,063,2014,0.361,3397,0.609,164,0.029
KY,LEE,21,129,752,0.271,1978,0.713,43,0.015
KY,BOYLE,21,021,4769,0.377,7701,0.610,165,0.013
VA,HENRICO,51,087,86323,0.557,67381,0.435,1262,0.008
CA,SANMATEO,06,081,222826,0.735,75057,0.247,5409,0.018
KY,BREATHITT,21,025,2205,0.438,2671,0.531,154,0.031
VA,POWHATAN,51,145,4237,0.293,10088,0.698,131,0.009
KY,MCLEAN,21,149,1963,0.444,2386,0.540,73,0.017
KS,CRAWFORD,20,037,7957,0.495,7735,0.481,383,0.024
VA,CRAIG,51,045,877,0.335,1695,0.647,49,0.019
CO,COSTILLA,08,023,1245,0.734,415,0.245,37,0.022
MO,BARTON,29,011,1455,0.245,4414,0.742,79,0.013
KY,WEBSTER,21,233,2390,0.431,3037,0.548,113,0.020
MO,MADISON,29,123,2042,0.406,2897,0.576,89,0.018
CO,BACA,08,009,536,0.246,1572,0.723,67,0.031
CO,MONTEZUMA,08,083,4661,0.394,6961,0.589,203,0.017
CO,LAPLATA,08,067,16057,0.574,11503,0.411,419,0.015
CA,MERCED,06,047,34031,0.533,28704,0.450,1073,0.017
KY,LINCOLN,21,137,2752,0.301,6273,0.685,126,0.014
VA,NEWKENT,51,127,3493,0.350,6385,0.639,113,0.011
KY,GRAYSON,21,085,3154,0.319,6605,0.667,144,0.014
VA,BEDFORD,51,019,11017,0.307,24420,0.682,393,0.011
UT,WASHINGTON,49,053,10826,0.219,37311,0.753,1392,0.028
KS,ELK,20,049,363,0.253,1042,0.727,29,0.020
MO,REYNOLDS,29,179,1418,0.431,1782,0.542,87,0.026
MO,CAPEGIRARDEAU,29,031,12208,0.327,24768,0.663,379,0.010
MO,TEXAS,29,215,3410,0.314,7215,0.665,226,0.021
IL,HARDIN,17,069,892,0.396,1330,0.590,33,0.015
IL,POPE,17,151,845,0.379,1343,0.602,43,0.019
VA,RICHMOND,51,760,73623,0.791,18649,0.200,813,0.009
IL,JOHNSON,17,087,1871,0.317,3912,0.663,118,0.020
IL,UNION,17,181,3918,0.430,5003,0.549,195,0.021
VA,GLOUCESTER,51,073,6916,0.360,12089,0.629,217,0.011
MO,BOLLINGER,29,017,1690,0.292,3972,0.687,122,0.021
WV,MERCER,54,055,7450,0.354,13246,0.630,326,0.015
CA,FRESNO,06,019,136706,0.502,131015,0.481,4568,0.017
MO,DADE,29,057,1184,0.288,2864,0.697,64,0.016
KY,JACKSON,21,109,743,0.142,4407,0.844,74,0.014
KY,HOPKINS,21,107,7104,0.367,11916,0.616,328,0.017
VA,CHESTERFIELD,51,041,74310,0.459,86413,0.533,1365,0.008
VA,APPOMATTOX,51,011,2641,0.346,4903,0.643,86,0.011
VA,NORTHAMPTON,51,131,3800,0.577,2713,0.412,73,0.011
KY,CASEY,21,045,1219,0.205,4679,0.785,59,0.010
WV,MCDOWELL,54,047,3430,0.533,2882,0.448,118,0.018
KY,CRITTENDEN,21,055,1254,0.319,2604,0.663,72,0.018
UT,KANE,49,025,856,0.271,2212,0.701,86,0.027
KY,OWSLEY,21,189,381,0.226,1279,0.759,26,0.015
KY,ROCKCASTLE,21,203,1410,0.225,4757,0.758,107,0.017
VA,BUCHANAN,51,027,4063,0.465,4541,0.520,130,0.015
VA,MATHEWS,51,115,1934,0.355,3456,0.635,50,0.009
KY,KNOTT,21,119,2612,0.449,3070,0.527,138,0.024
VA,AMELIA,51,007,2488,0.381,3970,0.608,71,0.011
VA,CHARLESCITY,51,036,2838,0.683,1288,0.310,27,0.007
MO,WEBSTER,29,225,5685,0.348,10431,0.638,240,0.015
CA,SANTACLARA,06,085,462241,0.694,190039,0.286,13309,0.020
KY,TAYLOR,21,217,3165,0.291,7568,0.697,127,0.012
MO,WRIGHT,29,229,2557,0.300,5784,0.679,173,0.020
VA,GILES,51,071,3192,0.410,4462,0.572,141,0.018
KS,COWLEY,20,035,5012,0.363,8492,0.616,283,0.020
KS,SUMNER,20,191,3353,0.324,6737,0.652,247,0.024
KS,MEADE,20,119,357,0.185,1540,0.797,34,0.018
KS,CLARK,20,025,245,0.211,897,0.774,17,0.015
KS,BARBER,20,007,598,0.243,1833,0.745,31,0.013
KY,GREEN,21,087,1204,0.237,3785,0.745,90,0.018
VA,LYNCHBURG,51,680,16269,0.474,17638,0.514,434,0.013
CA,INYO,06,027,3743,0.439,4523,0.530,267,0.031
VA,JAMESCITY,51,095,17352,0.450,20912,0.542,339,0.009
KY,HART,21,099,2290,0.336,4397,0.645,131,0.019
KY,PERRY,21,193,3444,0.332,6762,0.652,169,0.016
VA,CAMPBELL,51,031,8091,0.313,17444,0.676,279,0.011
MO,GREENE,29,077,56181,0.414,77683,0.573,1831,0.014
KY,LIVINGSTON,21,139,1622,0.353,2890,0.629,81,0.018
MO,SHANNON,29,203,1637,0.426,2075,0.541,126,0.033
CO,ARCHULETA,08,007,2836,0.428,3638,0.549,151,0.023
VA,ROANOKE,51,161,19812,0.389,30571,0.600,592,0.012
KY,MUHLENBERG,21,177,6221,0.483,6447,0.500,221,0.017
VA,PRINCEEDWARD,51,147,5101,0.543,4174,0.445,113,0.012
CO,CONEJOS,08,021,2154,0.556,1653,0.427,67,0.017
KY,BUTLER,21,031,1555,0.293,3696,0.696,56,0.011
KS,MORTON,20,129,229,0.163,1153,0.822,20,0.014
KS,STEVENS,20,189,283,0.133,1815,0.853,29,0.014
KS,SEWARD,20,175,1493,0.280,3791,0.711,52,0.010
KS,MONTGOMERY,20,125,4338,0.312,9309,0.669,260,0.019
KS,HARPER,20,077,736,0.263,1999,0.715,61,0.022
KS,COMANCHE,20,033,194,0.199,765,0.785,15,0.015
KS,LABETTE,20,099,3839,0.425,5001,0.554,191,0.021
KY,CALDWELL,21,033,2212,0.357,3866,0.624,121,0.019
VA,YORK,51,199,13700,0.404,19833,0.585,364,0.011
MO,JASPER,29,097,15730,0.328,31667,0.659,628,0.013
VA,MONTGOMERY,51,121,21031,0.517,19028,0.468,594,0.015
VA,BEDFORD,51,515,1208,0.442,1497,0.547,29,0.011
KY,CLAY,21,051,1552,0.211,5710,0.775,102,0.014
KY,PULASKI,21,199,5590,0.217,19862,0.771,314,0.012
KS,CHEROKEE,20,021,3594,0.372,5886,0.609,185,0.019
KY,EDMONSON,21,061,1652,0.314,3562,0.676,56,0.011
VA,ROANOKE,51,770,24934,0.611,15394,0.378,444,0.011
IL,MASSAC,17,127,2693,0.375,4371,0.608,122,0.017
VA,TAZEWELL,51,185,5596,0.328,11201,0.657,264,0.015
IL,ALEXANDER,17,003,2189,0.556,1692,0.430,56,0.014
KY,LAUREL,21,125,4618,0.205,17660,0.785,222,0.010
IL,PULASKI,17,153,1638,0.501,1593,0.487,39,0.012
VA,SALEM,51,775,5164,0.416,7088,0.571,154,0.012
KY,LESLIE,21,131,766,0.174,3574,0.813,57,0.013
VA,HOPEWELL,51,670,5285,0.555,4149,0.436,90,0.009
MO,WAYNE,29,223,2243,0.365,3784,0.615,127,0.021
VA,PRINCEGEORGE,51,149,7130,0.445,8752,0.547,124,0.008
VA,WILLIAMSBURG,51,830,4328,0.638,2353,0.347,106,0.016
KY,ADAIR,21,001,1668,0.229,5512,0.755,118,0.016
VA,DICKENSON,51,051,3278,0.485,3324,0.492,151,0.022
KS,CHAUTAUQUA,20,019,401,0.216,1418,0.766,33,0.018
VA,BLAND,51,021,864,0.292,2031,0.686,64,0.022
VA,COLONIALHEIGHTS,51,570,2562,0.289,6161,0.696,126,0.014
VA,NOTTOWAY,51,135,3413,0.488,3499,0.501,76,0.011
MO,LAWRENCE,29,109,5097,0.306,11263,0.677,277,0.017
CA,SANTACRUZ,06,087,98745,0.775,25244,0.198,3494,0.027
VA,DINWIDDIE,51,053,6246,0.485,6526,0.506,120,0.009
KY,LETCHER,21,133,2623,0.319,5367,0.652,245,0.030
MO,SCOTT,29,201,6258,0.347,11563,0.642,205,0.011
VA,CHARLOTTE,51,037,2705,0.439,3372,0.548,80,0.013
VA,PULASKI,51,155,5918,0.393,8857,0.589,275,0.018
VA,PETERSBURG,51,730,13774,0.886,1583,0.102,183,0.012
VA,SURRY,51,181,2626,0.607,1663,0.385,36,0.008
VA,FRANKLIN,51,067,9618,0.379,15414,0.607,369,0.014
KY,BALLARD,21,007,1427,0.351,2537,0.625,96,0.024
KY,MCCRACKEN,21,145,11285,0.367,19043,0.619,426,0.014
VA,NEWPORTNEWS,51,700,51972,0.639,28667,0.353,656,0.008
VA,WISE,51,195,4995,0.353,8914,0.630,229,0.016
KY,WARREN,21,227,17669,0.400,25993,0.589,483,0.011
KY,RUSSELL,21,207,1569,0.210,5779,0.773,127,0.017
KY,METCALFE,21,169,1350,0.322,2734,0.651,115,0.027
KY,LYON,21,143,1577,0.409,2220,0.576,58,0.015
VA,POQUOSON,51,735,1748,0.247,5229,0.740,88,0.013
KY,BARREN,21,009,5434,0.323,11133,0.662,240,0.014
KY,CHRISTIAN,21,047,8880,0.390,13699,0.601,199,0.009
VA,RADFORD,51,750,2930,0.540,2418,0.445,81,0.015
VA,ISLEOFWIGHT,51,093,8573,0.429,11258,0.563,166,0.008
VA,RUSSELL,51,167,4932,0.429,6389,0.556,173,0.015
VA,PITTSYLVANIA,51,143,11415,0.375,18730,0.615,288,0.009
VA,FLOYD,51,063,2937,0.391,4441,0.591,138,0.018
MO,STODDARD,29,207,3899,0.294,9172,0.692,191,0.014
VA,LUNENBURG,51,111,2703,0.478,2900,0.513,47,0.008
VA,HAMPTON,51,650,46917,0.691,20476,0.301,550,0.008
VA,SUSSEX,51,183,3301,0.615,2026,0.378,36,0.007
MO,CARTER,29,035,984,0.340,1840,0.635,74,0.025
MO,CHRISTIAN,29,043,11883,0.315,25382,0.673,432,0.011
VA,WYTHE,51,197,4107,0.329,8207,0.657,177,0.014
KY,LOGAN,21,141,3811,0.350,6925,0.636,154,0.014
KY,TODD,21,219,1543,0.312,3336,0.675,62,0.013
MO,DOUGLAS,29,067,2140,0.319,4405,0.656,167,0.025
KY,MARSHALL,21,157,5683,0.367,9512,0.614,292,0.019
MO,MISSISSIPPI,29,133,2247,0.420,3034,0.567,75,0.014
VA,HALIFAX,51,083,8126,0.482,8600,0.510,124,0.007
MO,HOWELL,29,091,5736,0.337,10982,0.645,311,0.018
MO,NEWTON,29,145,7450,0.293,17637,0.694,319,0.013
KY,KNOX,21,121,3074,0.270,8150,0.716,165,0.014
VA,BRUNSWICK,51,025,4973,0.628,2877,0.363,64,0.008
KY,HARLAN,21,095,2586,0.261,7165,0.723,163,0.016
VA,SMYTH,51,173,4239,0.345,7817,0.635,246,0.020
AZ,NAVAJO,04,017,15579,0.435,19761,0.552,460,0.013
AZ,COCONINO,04,005,31433,0.578,22186,0.408,725,0.013
AZ,MOHAVE,04,015,22092,0.327,44333,0.656,1180,0.017
KY,TRIGG,21,221,2246,0.344,4189,0.642,92,0.014
OK,NOWATA,40,105,1411,0.318,3031,0.682,0,0.000
OK,OSAGE,40,113,7498,0.381,12160,0.619,0,0.000
OK,WOODS,40,151,873,0.223,3043,0.777,0,0.000
OK,CRAIG,40,035,2073,0.350,3858,0.650,0,0.000
OK,WASHINGTON,40,147,6308,0.277,16457,0.723,0,0.000
OK,GRANT,40,053,514,0.219,1836,0.781,0,0.000
OK,ALFALFA,40,003,411,0.169,2023,0.831,0,0.000
OK,KAY,40,071,5463,0.292,13230,0.708,0,0.000
OK,OTTAWA,40,115,4268,0.382,6905,0.618,0,0.000
OK,HARPER,40,059,221,0.141,1342,0.859,0,0.000
NM,RIOARRIBA,35,039,12703,0.750,4086,0.241,151,0.009
NM,SANJUAN,35,045,18028,0.388,27869,0.599,614,0.013
AZ,APACHE,04,001,15390,0.634,8551,0.352,321,0.013
NM,UNION,35,059,492,0.282,1227,0.704,23,0.013
OK,CIMARRON,40,025,152,0.120,1119,0.880,0,0.000
OK,TEXAS,40,139,923,0.147,5336,0.853,0,0.000
OK,BEAVER,40,007,265,0.107,2199,0.892,0,0.000
VA,SOUTHAMPTON,51,175,4402,0.485,4583,0.505,82,0.009
KY,WAYNE,21,231,2201,0.306,4868,0.677,127,0.018
NM,TAOS,35,055,13816,0.818,2866,0.170,204,0.012
NM,COLFAX,35,007,3490,0.547,2805,0.439,89,0.014
MO,STONE,29,209,5029,0.307,11147,0.680,211,0.013
CA,SANBENITO,06,069,11917,0.605,7425,0.377,363,0.018
KY,WHITLEY,21,235,3484,0.254,10015,0.731,205,0.015
VA,NORFOLK,51,710,62819,0.710,24814,0.281,813,0.009
KY,MCCREARY,21,147,1258,0.233,4078,0.754,71,0.013
VA,NORTON,51,720,743,0.491,744,0.492,25,0.017
KY,BELL,21,013,2782,0.290,6681,0.696,135,0.014
KY,CARLISLE,21,039,879,0.336,1699,0.649,39,0.015
KY,GRAVES,21,083,5843,0.362,10056,0.623,256,0.016
KY,CUMBERLAND,21,057,697,0.249,2056,0.735,44,0.016
KY,ALLEN,21,003,2024,0.274,5258,0.712,108,0.015
MO,BARRY,29,009,4630,0.316,9758,0.666,256,0.018
VA,VIRGINIABEACH,51,810,98885,0.491,100319,0.498,2045,0.010
VA,CARROLL,51,035,4109,0.327,8187,0.651,283,0.022
VA,WASHINGTON,51,191,8063,0.329,16077,0.656,360,0.015
MO,BUTLER,29,023,5316,0.307,11805,0.681,217,0.013
VA,PORTSMOUTH,51,740,32327,0.693,13984,0.300,354,0.008
VA,SUFFOLK,51,800,22446,0.562,17165,0.430,297,0.007
CA,MONTEREY,06,053,88453,0.682,38797,0.299,2533,0.020
VA,GREENSVILLE,51,081,3122,0.639,1729,0.354,36,0.007
VA,LEE,51,105,3219,0.349,5825,0.631,183,0.020
VA,MECKLENBURG,51,117,7127,0.473,7817,0.518,138,0.009
KY,CLINTON,21,053,761,0.182,3366,0.807,45,0.011
MO,OREGON,29,149,1811,0.395,2652,0.578,128,0.028
VA,SCOTT,51,169,2725,0.276,6980,0.707,170,0.017
KY,SIMPSON,21,213,2775,0.380,4437,0.607,97,0.013
VA,PATRICK,51,141,2879,0.338,5491,0.644,161,0.019
MO,NEWMADRID,29,143,3370,0.416,4593,0.568,129,0.016
VA,CHESAPEAKE,51,550,53994,0.502,52625,0.489,902,0.008
VA,HENRY,51,089,11118,0.441,13758,0.546,339,0.013
NV,CLARK,32,003,380765,0.588,257078,0.397,9647,0.015
KY,MONROE,21,171,1067,0.229,3537,0.758,61,0.013
MO,RIPLEY,29,181,1795,0.335,3407,0.635,161,0.030
MO,TANEY,29,213,6683,0.308,14736,0.680,245,0.011
OK,WOODWARD,40,153,1350,0.174,6404,0.826,0,0.000
VA,GRAYSON,51,077,2480,0.344,4540,0.629,200,0.028
MO,OZARK,29,153,1661,0.355,2918,0.623,107,0.023
KY,HICKMAN,21,105,812,0.361,1406,0.625,32,0.014
MO,MCDONALD,29,119,2454,0.302,5499,0.676,182,0.022
KY,CALLOWAY,21,035,6165,0.400,8991,0.584,248,0.016
CA,TULARE,06,107,43634,0.415,59765,0.568,1807,0.017
VA,EMPORIA,51,595,1702,0.650,897,0.343,18,0.007
VA,MARTINSVILLE,51,690,4139,0.635,2311,0.354,70,0.011
VA,FRANKLIN,51,620,2819,0.637,1576,0.356,32,0.007
VA,GALAX,51,640,1052,0.438,1317,0.548,33,0.014
TN,STEWART,47,161,2470,0.449,2956,0.537,81,0.015
OK,DELAWARE,40,041,5085,0.331,10277,0.669,0,0.000
TN,ROBERTSON,47,147,9318,0.337,17903,0.648,393,0.014
TN,SUMNER,47,165,21487,0.320,44949,0.669,792,0.012
KY,FULTON,21,075,1238,0.438,1530,0.542,57,0.020
TN,MONTGOMERY,47,125,25716,0.455,30175,0.534,627,0.011
VA,DANVILLE,51,590,12352,0.591,8361,0.400,177,0.009
TN,MACON,47,111,4506,0.394,6746,0.590,185,0.016
VA,BRISTOL,51,520,2665,0.362,4579,0.622,115,0.016
MO,DUNKLIN,29,069,4540,0.386,7044,0.599,180,0.015
TN,PICKETT,47,137,854,0.320,1786,0.669,31,0.012
TN,CLAY,47,027,1248,0.417,1676,0.560,70,0.023
TN,SULLIVAN,47,163,18354,0.287,44808,0.700,835,0.013
TN,JOHNSON,47,091,1837,0.279,4621,0.701,133,0.020
TN,SCOTT,47,151,1720,0.254,4931,0.727,132,0.019
TN,CLAIBORNE,47,025,3078,0.295,7175,0.689,167,0.016
OK,NOBLE,40,103,1174,0.232,3881,0.768,0,0.000
TN,HANCOCK,47,067,604,0.270,1588,0.709,49,0.022
OK,ROGERS,40,131,10772,0.280,27743,0.720,0,0.000
TN,CAMPBELL,47,013,3867,0.306,8535,0.676,226,0.018
TN,HAWKINS,47,073,5930,0.282,14756,0.701,354,0.017
OK,GARFIELD,40,047,5545,0.245,17067,0.755,0,0.000
OK,ELLIS,40,045,282,0.148,1627,0.852,0,0.000
NC,ASHE,37,009,4872,0.373,7916,0.606,281,0.021
TN,FENTRESS,47,049,1831,0.272,4789,0.711,119,0.018
NC,ALLEGHANY,37,005,2021,0.384,3124,0.594,118,0.022
OK,PAWNEE,40,117,2063,0.313,4533,0.687,0,0.000
NC,SURRY,37,171,10475,0.355,18730,0.634,320,0.011
NC,GATES,37,073,2830,0.522,2547,0.470,43,0.008
NC,CURRITUCK,37,053,3737,0.337,7234,0.652,131,0.012
NC,STOKES,37,169,6875,0.316,14488,0.666,380,0.018
NC,CAMDEN,37,029,1597,0.331,3140,0.651,84,0.017
NC,WARREN,37,185,7086,0.695,3063,0.300,46,0.005
NC,NORTHAMPTON,37,131,6903,0.650,3671,0.346,44,0.004
NC,HERTFORD,37,091,7513,0.705,3089,0.290,48,0.005
NC,PERSON,37,145,8446,0.453,10030,0.538,156,0.008
NC,VANCE,37,181,13166,0.631,7606,0.364,99,0.005
NC,GRANVILLE,37,077,13074,0.529,11447,0.463,204,0.008
NC,ROCKINGHAM,37,157,17255,0.415,23899,0.574,458,0.011
NC,CASWELL,37,033,5545,0.510,5208,0.480,109,0.010
TN,OVERTON,47,133,3419,0.422,4497,0.556,176,0.022
TN,JACKSON,47,087,2224,0.494,2185,0.485,92,0.020
NC,HALIFAX,37,083,16047,0.640,8961,0.357,83,0.003
OK,MAYES,40,097,5749,0.360,10234,0.640,0,0.000
TN,CARTER,47,019,5587,0.257,15852,0.728,330,0.015
NC,PASQUOTANK,37,139,10272,0.565,7778,0.428,130,0.007
TN,OBION,47,131,4308,0.322,8873,0.663,211,0.016
OK,MAJOR,40,093,515,0.148,2956,0.852,0,0.000
TN,WEAKLEY,47,183,4596,0.336,8855,0.647,239,0.018
TN,LAKE,47,095,1024,0.458,1175,0.525,39,0.017
TX,SHERMAN,48,421,127,0.124,884,0.867,9,0.009
TN,HENRY,47,079,5153,0.380,8182,0.604,210,0.015
TX,HANSFORD,48,195,240,0.114,1847,0.879,15,0.007
TX,DALLAM,48,111,302,0.190,1269,0.799,18,0.011
TX,OCHILTREE,48,357,243,0.078,2851,0.917,15,0.005
TX,LIPSCOMB,48,295,155,0.123,1093,0.870,8,0.006
AR,BENTON,05,007,23331,0.307,51124,0.672,1618,0.021
AR,FULTON,05,049,1819,0.389,2702,0.578,155,0.033
AR,CARROLL,05,015,4172,0.394,6083,0.575,324,0.031
AR,SHARP,05,135,2436,0.336,4535,0.625,281,0.039
AR,RANDOLPH,05,121,2469,0.391,3615,0.572,235,0.037
AR,BOONE,05,009,4435,0.287,10575,0.683,464,0.030
AR,MARION,05,089,2384,0.333,4524,0.632,254,0.036
AR,BAXTER,05,005,6539,0.327,12852,0.643,590,0.030
AR,CLAY,05,021,2244,0.407,3032,0.550,235,0.043
CA,KINGS,06,031,14747,0.420,19710,0.561,651,0.019
TN,TROUSDALE,47,169,1475,0.455,1688,0.521,76,0.024
TN,CHEATHAM,47,021,5498,0.335,10702,0.651,228,0.014
TN,WASHINGTON,47,179,15941,0.325,32341,0.660,700,0.014
NC,WILKES,37,193,8934,0.301,20288,0.682,502,0.017
TN,UNION,47,173,1829,0.286,4467,0.698,103,0.016
TN,SMITH,47,159,2992,0.387,4563,0.590,186,0.024
MO,PEMISCOT,29,155,3029,0.430,3954,0.561,64,0.009
OK,TULSA,40,143,96133,0.378,158363,0.622,0,0.000
TN,GRAINGER,47,057,2066,0.275,5297,0.706,140,0.019
TN,DAVIDSON,47,037,158423,0.599,102915,0.389,3148,0.012
TN,GREENE,47,059,7110,0.288,17151,0.695,409,0.017
NC,WATAUGA,37,189,14558,0.513,13344,0.470,470,0.017
NC,PERQUIMANS,37,143,2772,0.426,3678,0.566,51,0.008
TN,MORGAN,47,129,1969,0.289,4717,0.691,136,0.020
TN,HOUSTON,47,083,1678,0.500,1608,0.479,68,0.020
TN,BENTON,47,005,2645,0.408,3696,0.571,138,0.021
TN,WILSON,47,189,15886,0.310,34595,0.676,678,0.013
NC,CHOWAN,37,041,3688,0.491,3773,0.502,51,0.007
TN,HAMBLEN,47,063,6807,0.300,15508,0.684,354,0.016
TN,DICKSON,47,043,7506,0.385,11677,0.598,336,0.017
AR,MADISON,05,087,2144,0.339,3972,0.628,212,0.034
TN,PUTNAM,47,141,9739,0.356,17101,0.626,476,0.017
TN,ANDERSON,47,001,11396,0.361,19675,0.623,499,0.016
NC,YADKIN,37,197,4527,0.264,12409,0.724,211,0.012
NC,AVERY,37,011,2178,0.274,5681,0.715,84,0.011
NC,FRANKLIN,37,069,13085,0.491,13273,0.498,281,0.011
AR,GREENE,05,055,4541,0.334,8578,0.630,493,0.036
NM,MORA,35,033,2168,0.786,569,0.206,23,0.008
NC,FORSYTH,37,067,91085,0.548,73674,0.444,1374,0.008
AR,IZARD,05,065,1792,0.343,3193,0.612,233,0.045
TN,UNICOI,47,171,2107,0.292,5011,0.694,105,0.014
AR,LAWRENCE,05,075,2138,0.367,3357,0.576,335,0.058
NC,GUILFORD,37,081,142101,0.588,97718,0.404,1952,0.008
NC,ALAMANCE,37,001,28918,0.449,34859,0.542,576,0.009
